ts,src_ip,src_port,dst_ip,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,dns_query,dns_qclass,dns_qtype,dns_rcode,dns_AA,dns_RD,dns_RA,dns_rejected,ssl_version,ssl_cipher,ssl_resumed,ssl_established,ssl_subject,ssl_issuer,http_trans_depth,http_method,http_uri,http_version,http_request_body_len,http_response_body_len,http_status_code,http_user_agent,http_orig_mime_types,http_resp_mime_types,weird_name,weird_addl,weird_notice,type
1668406368,192.168.1.2,62268,192.168.1.180,22699,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,53842,192.168.1.195,33397,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,37240,192.168.1.180,13546,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,44024,192.168.1.195,37578,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,3023,192.168.1.180,64279,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.3,60994,192.168.1.180,581,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.3,61865,192.168.1.180,7999,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,16524,192.168.1.6,38158,tcp,-,0.01078,35,191,REJ,4,1,74,1,55,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,56811,192.168.1.195,60856,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,31346,192.168.1.180,19196,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.3,33405,192.168.1.180,7213,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.9,39336,192.168.1.169,656,tcp,ssl,0.07951,1002,1911,RSTO,4,7,1293,6,1987,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,11150,192.168.1.195,33623,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,58725,192.168.1.7,46716,tcp,-,0.00321,35,191,REJ,4,1,74,1,55,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,32129,192.168.1.180,59420,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,51343,192.168.1.195,14074,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,39768,192.168.1.180,12303,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.3,48659,192.168.1.180,3170,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,52564,192.168.1.195,41646,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,47439,192.168.1.180,1907,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,41707,192.168.1.180,50832,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,51474,192.168.1.180,62019,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,47754,192.168.1.180,64618,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,43768,192.168.1.180,63036,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.3,34031,192.168.1.180,3966,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,13967,192.168.1.180,55465,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,42486,192.168.1.195,59722,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,34149,192.168.1.195,5486,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,33648,192.168.1.195,51703,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,30187,192.168.1.195,64246,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.3,42285,192.168.1.180,1413,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.3,59066,192.168.1.180,2347,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.3,44059,192.168.1.180,1774,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,51686,192.168.1.180,10382,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,55399,192.168.1.195,25600,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,52420,192.168.1.180,4393,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,38246,192.168.1.195,43567,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.3,52993,192.168.1.180,1496,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.3,63170,192.168.1.180,3901,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,12092,192.168.1.180,14224,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,47344,192.168.1.180,59081,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,62601,192.168.1.195,16899,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,45494,192.168.1.195,16786,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.3,42889,192.168.1.180,960,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,59552,192.168.1.7,47034,tcp,-,0.00459,35,191,REJ,4,1,74,1,55,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,46925,192.168.1.180,35694,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.3,61261,192.168.1.180,10089,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,34838,192.168.1.180,58403,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.3,22290,192.168.1.180,1580,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.3,64792,192.168.1.180,1099,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,55163,192.168.1.180,29931,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.3,9855,192.168.1.180,497,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,39227,192.168.1.195,55771,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.3,15507,192.168.1.180,414,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,37584,192.168.1.180,30044,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,59469,192.168.1.180,33095,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,56043,192.168.1.195,9328,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.3,24116,192.168.1.180,2819,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406368,192.168.1.2,20230,192.168.1.180,10947,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,33960,192.168.1.195,50577,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,3882,192.168.1.180,58746,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.3,34382,192.168.1.180,1756,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,28762,192.168.1.180,62588,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,15638,192.168.1.195,47413,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.3,34823,192.168.1.180,2311,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,6745,192.168.1.195,44927,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.3,43762,192.168.1.180,2247,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,48647,192.168.1.195,30802,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,32005,192.168.1.195,38938,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.3,37777,192.168.1.180,1812,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,34263,192.168.1.180,6996,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.3,54277,192.168.1.180,10211,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,19578,192.168.1.195,25378,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,55425,192.168.1.180,59876,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.3,28337,192.168.1.180,4355,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,9987,192.168.1.195,15208,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.3,5246,192.168.1.180,2977,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.3,26974,192.168.1.180,387,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,15345,192.168.1.180,7335,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,61810,192.168.1.180,12872,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,29853,192.168.1.180,49480,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,25923,192.168.1.195,12383,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.3,7736,192.168.1.180,924,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,25575,192.168.1.180,3606,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,11880,192.168.1.195,57018,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.3,40786,192.168.1.180,905,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,51745,192.168.1.195,30576,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,35233,192.168.1.180,53548,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,5905,192.168.1.180,668,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,9288,192.168.1.195,12609,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,52612,192.168.1.180,63492,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.3,40550,192.168.1.180,6316,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,60196,192.168.1.195,7637,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.3,55887,192.168.1.180,582,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,46847,192.168.1.180,7448,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,53726,192.168.1.180,42361,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.2,6127,192.168.1.195,20293,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
1668406369,192.168.1.3,47169,192.168.1.180,2265,tcp,-,0.0,35,191,S0,4,1,74,0,15,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,scanning
